issue_id,issue_key,resolution,issue_status,issue_type,created_date,resolution_date,description,organisation,load_date
"13747","SD-3729","","Pending","Service Request","2023-08-23T14:44:57.799+1200","","FW: [Security Alert - 13 August 2023] Suspicious Cyber Activity on IP addresses - Please Block","NZGT","2023-10-01"
"13746","SD-3728","Done","Closed","Service Request","2023-08-23T13:27:15.882+1200","2023-09-11T11:06:48.447+1200","Catalog Task SCTASK0072306 for Secret Server has been assigned to group Secret Server Support","The Warehouse Group","2023-10-01"
"13745","SD-3727","Done","Closed","Service Request","2023-08-23T10:16:25.034+1200","2023-08-25T12:09:16.953+1200","ZIA by pass","EMA","2023-10-01"
"13744","SD-3726","Done","Closed","Service Request","2023-08-23T09:43:35.298+1200","2023-08-31T18:31:40.490+1200","Incident INC0241154 assigned to your squad: Payglobal","The Warehouse Group","2023-10-01"
"13743","SD-3725","Done","Closed","Incident","2023-08-23T08:15:37.170+1200","2023-08-24T08:44:55.910+1200","MEtlifecare - Exchange Backup copy job on V365 frozen ","Metlifecare","2023-10-01"
"13742","SD-3724","Done","Closed","Change","2023-08-23T07:36:22.213+1200","2023-09-04T09:32:02.163+1200","LIC Firmware update installation on remaining nodes at Newstead","LIC","2023-10-01"
"13741","SD-3723","Done","Closed","Service Request","2023-08-22T17:04:52.362+1200","2023-09-06T11:45:15.625+1200","Azure Reservations - LIC ","LIC","2023-10-01"
"13740","SD-3722","Done","Closed","Service Request","2023-08-22T17:02:18.852+1200","2023-09-12T16:15:40.811+1200","Incident INC0240827 assigned to your squad: REQ0062472 was raised for Stibo access, but no Okta tile","The Warehouse Group","2023-10-01"
"13739","SD-3721","Done","Closed","Service Request","2023-08-22T14:09:25.565+1200","2023-08-31T18:33:08.521+1200","Incident INC0241839 assigned to your squad: Okta password reset required","The Warehouse Group","2023-10-01"
"13738","SD-3720","Done","Closed","Service Request","2023-08-22T09:58:29.393+1200","2023-08-22T11:55:58.785+1200","Incident INC0241763 assigned to your squad: Password reset request: Windows/Okta","The Warehouse Group","2023-10-01"
"13737","SD-3719","Done","Closed","Service Request","2023-08-22T09:58:26.969+1200","2023-08-22T11:55:24.630+1200","Incident INC0241747 assigned to your squad: Password reset request: Windows/Okta","The Warehouse Group","2023-10-01"
"13736","SD-3718","Done","Closed","Service Request","2023-08-22T09:58:24.639+1200","2023-08-22T11:54:14.763+1200","Incident INC0241767 assigned to your squad: Password reset request: Windows/Okta","The Warehouse Group","2023-10-01"
"13735","SD-3717","Done","Closed","Service Request","2023-08-22T09:58:22.081+1200","2023-08-22T11:52:38.740+1200","Incident INC0241764 assigned to your squad: Password reset request: Windows/Okta","The Warehouse Group","2023-10-01"
"13734","SD-3716","Done","Closed","Service Request","2023-08-22T09:58:19.582+1200","2023-08-22T11:51:58.139+1200","Incident INC0241749 assigned to your squad: Password reset request: Windows/Okta","The Warehouse Group","2023-10-01"
"13733","SD-3715","Done","Closed","Service Request","2023-08-22T09:58:16.883+1200","2023-08-22T11:51:11.213+1200","Incident INC0241777 assigned to your squad: Password reset request: Windows/Okta","The Warehouse Group","2023-10-01"
"13732","SD-3714","Done","Closed","Service Request","2023-08-22T09:58:14.011+1200","2023-08-22T11:50:06.017+1200","Incident INC0241766 assigned to your squad: Password reset request: Windows/Okta","The Warehouse Group","2023-10-01"
"13731","SD-3713","Done","Resolved","Problem","2023-08-22T08:42:18.855+1200","2023-08-25T08:21:25.802+1200","TWG- Active Directory User integration import errors ","The Warehouse Group","2023-10-01"
"13730","SD-3712","Done","Closed","Change","2023-08-22T08:20:45.536+1200","2023-08-22T14:18:11.383+1200","NZGT -FireEye add rule on Azure Firewall TCP 443","NZGT","2023-10-01"
"13729","SD-3711","Duplicate","Closed","Service Request","2023-08-21T18:41:50.074+1200","2023-09-07T16:14:29.777+1200","NZGT: Cutover of M365 to OKTA","NZGT","2023-10-01"
"13728","SD-3710","Done","Closed","Service Request","2023-08-21T18:16:18.188+1200","2023-08-30T11:21:55.559+1200","FW: Onboard New DMARC Platform for NZ Email Domain","NZGT","2023-10-01"
"13727","SD-3709","Won't Do","Closed","Service Request","2023-08-21T16:09:31.505+1200","2023-09-04T13:48:48.631+1200","Re: Request to Set Up Azure Subscription for Analytical Purposes","EMA","2023-10-01"
"13726","SD-3708","Done","Closed","Incident","2023-08-21T16:03:22.744+1200","2023-08-22T22:01:07.508+1200","NZGT - SecureW2 Cloud RADIUS Degraded Functionality","NZGT","2023-10-01"
"13725","SD-3707","Done","Closed","Incident","2023-08-21T16:01:23.565+1200","2023-08-22T22:01:19.342+1200","Partnerslife - SecureW2 Cloud RADIUS Degraded Functionality","Partners Life","2023-10-01"
"13724","SD-3706","Done","Closed","Change","2023-08-21T14:45:29.585+1200","2023-08-25T11:43:58.850+1200","[Sealink] Upgrade Veeam M365 to V7","Sealink","2023-10-01"
"13723","SD-3705","Done","Closed","Service Request","2023-08-21T12:59:18.328+1200","2023-09-07T12:43:01.692+1200","EMA - Terraform update cog search for Test environment","EMA","2023-10-01"
"13722","SD-3704","Done","Resolved","Problem","2023-08-21T11:38:35.210+1200","2023-09-20T13:22:50.285+1200","TWG- Google workspace: Automatic provisioning of user Abhishek Sooda to app Google Workspace failed","The Warehouse Group","2023-10-01"
"13721","SD-3703","Done","Resolved","Change","2023-08-21T10:34:50.872+1200","2023-09-15T08:18:16.219+1200","NZHL - Change NSG  for nzhbkupssaue01  and nzhbkupssaue02","NZHL","2023-10-01"
"13720","SD-3702","Done","Closed","Service Request","2023-08-21T10:23:48.275+1200","2023-08-28T20:23:25.676+1200","SecureFTX August 23 monthly patching","HDC","2023-10-01"
"13719","SD-3701","Done","Closed","Change","2023-08-21T09:47:42.097+1200","2023-08-21T11:12:24.352+1200","Southern cross - WAF fine-tuning for Sitecore forms intermittently fail to submit","Southern Cross","2023-10-01"
"13718","SD-3700","Done","Closed","Service Request","2023-08-18T16:58:45.410+1200","2023-08-18T17:02:08.910+1200","Secret Server - Weekly User Management Check","The Warehouse Group","2023-10-01"
"13717","SD-3699","Done","Closed","Service Request","2023-08-18T16:53:33.192+1200","2023-08-18T17:34:58.872+1200","FW: Disk Extension for the LICNEWVBR01 server","LIC","2023-10-01"
"13716","SD-3698","Done","Closed","Change","2023-08-18T14:33:43.432+1200","2023-08-18T17:15:31.770+1200","NZGT - Shutdown VMs on AVD enviroment","NZGT","2023-10-01"
"13715","SD-3697","Duplicate","Closed","Service Request","2023-08-18T11:43:15.374+1200","2023-09-04T14:13:09.996+1200","TWG - Okta Agents upgrade","The Warehouse Group","2023-10-01"
"13714","SD-3696","Done","Closed","Service Request","2023-08-17T14:18:05.437+1200","2023-08-18T17:56:57.518+1200","Incident INC0241210 assigned to your squad: Pass-through deletion for Stibo","The Warehouse Group","2023-10-01"
"13713","SD-3695","Done","Closed","Service Request","2023-08-17T09:49:10.956+1200","2023-09-05T09:55:51.323+1200","Incident INC0241100 assigned to your squad: Single Sign on for Crowdstrike","The Warehouse Group","2023-10-01"
"13712","SD-3694","Done","Closed","Incident","2023-08-17T08:14:42.048+1200","2023-08-17T10:49:52.853+1200","LICAZSBATCHA01 /var Usage  alert","LIC","2023-10-01"
"13711","SD-3693","Done","Closed","Change","2023-08-16T19:25:02.772+1200","2023-08-28T21:20:25.659+1200","SCHS: southerncrosspet.co.nz & southerncrosslife.co.nz - WAF Managed Rules set Detect to Protect","Southern Cross","2023-10-01"
"13710","SD-3692","Done","Closed","Change","2023-08-16T18:50:38.364+1200","2023-08-28T21:20:33.058+1200","SCHS: Add WAF OWASP Skip Rules for Non-Prod southerncrosspet.co.nz","Southern Cross","2023-10-01"
"13709","SD-3691","Done","Closed","Service Request","2023-08-16T16:20:03.143+1200","2023-08-18T17:28:47.762+1200","ADO licenses","EMA","2023-10-01"
"13708","SD-3690","Done","Closed","Service Request","2023-08-16T15:43:39.580+1200","2023-08-16T16:48:13.332+1200","Reserve VM's for 1 Year","Metlifecare","2023-10-01"
"13707","SD-3689","Done","Resolved","Change","2023-08-16T11:41:10.194+1200","2023-08-18T21:01:46.327+1200","ProCare - Upgrade Prometheus-Stack to 48.3.1","ProCare","2023-10-01"
"13706","SD-3688","Done","Resolved","Problem","2023-08-16T10:53:15.769+1200","2023-08-16T10:59:05.422+1200","TWG Active Directory integrations: User import errors","The Warehouse Group","2023-10-01"
"13705","SD-3687","Done","Closed","Incident","2023-08-16T08:18:46.606+1200","2023-08-21T21:57:17.040+1200","P3 Southern Cross: Cloudflare [EMRGE OpsGenie] Health Check Name: www.southerncross.co.nz","Southern Cross","2023-10-01"
"13704","SD-3686","Done","Closed","Incident","2023-08-16T08:02:15.943+1200","2023-08-17T08:45:55.403+1200","Metlifecare -VBA snapshot error for  mlcdcpdaus01","Metlifecare","2023-10-01"
"13703","SD-3685","Done","Closed","Incident","2023-08-16T07:38:00.467+1200","2023-08-17T08:46:08.399+1200","NZGT - Onedrive backup failed for user","NZGT","2023-10-01"
"13702","SD-3684","Done","Closed","Change","2023-08-15T17:55:10.504+1200","2023-08-23T07:31:10.717+1200","LIC Patching Batch Prod & MF Licensing Southeast 2023-08-23","LIC","2023-10-01"
"13701","SD-3683","Done","Closed","Service Request","2023-08-15T14:22:49.552+1200","2023-08-18T13:55:57.805+1200","Incident INC0240849 assigned to your squad: TWG - PEOPLE Tile missing in OKTA.","The Warehouse Group","2023-10-01"
"13700","SD-3682","Done","Closed","Service Request","2023-08-15T13:28:09.603+1200","2023-08-31T10:35:18.074+1200","Sentient Software Azure Stack HCI BOM","Kordia","2023-10-01"
"13699","SD-3681","Declined","Closed","Service Request","2023-08-15T10:11:25.741+1200","2023-08-15T11:00:43.146+1200","Incident INC0240624  has a new comment","The Warehouse Group","2023-10-01"
"13698","SD-3680","Done","Closed","Service Request","2023-08-15T10:03:40.959+1200","2023-09-04T09:35:38.981+1200","ICG OpsGenie alert - Disk Used % > 85.0 for at least 5 minutes on 'icavdpdaue-0 (C:)'.","Soar Communications","2023-10-01"
"13697","SD-3679","Done","Closed","Incident","2023-08-15T09:25:42.043+1200","2023-08-16T08:10:51.988+1200","Metlifecare - VBR backup failed for Vcare servers and PG servers policies ","Metlifecare","2023-10-01"
"13696","SD-3678","Done","Closed","Service Request","2023-08-15T08:51:42.944+1200","2023-08-15T09:13:55.526+1200","FW: Monthly test restore of metPvcare - August 2023 1059956","Metlifecare","2023-10-01"
"13695","SD-3677","","Pending","Service Request","2023-08-14T22:28:20.916+1200","","ProCare-Upgrade FluxCD for DevTest and ProdUAT AKS","ProCare","2023-10-01"
"13694","SD-3676","Done","Closed","Change","2023-08-14T18:29:17.689+1200","2023-08-16T18:47:16.211+1200","SCHS: Update WAF OWASP Skip Rules for southerncrosspet.co.nz","Southern Cross","2023-10-01"
"13693","SD-3675","Done","Closed","Change","2023-08-14T17:37:43.126+1200","2023-08-18T10:54:22.862+1200","LIC Firmware update installation on remaining nodes at Newstead","LIC","2023-10-01"
"13692","SD-3674","","Pending","Service Request","2023-08-14T15:02:45.703+1200","","New Ticket #3871601 - 00164769 - Members of DevOpsAdmins  access to batch server to admin Splunk forwarders","LIC","2023-10-01"
"13691","SD-3673","Done","Closed","Service Request","2023-08-14T11:43:28.113+1200","2023-08-15T09:26:50.058+1200","Incident INC0240624 assigned to your squad: remove 1-day portal from Cloudflare DNS","The Warehouse Group","2023-10-01"
"13690","SD-3672","Done","Closed","Service Request","2023-08-14T10:51:58.908+1200","2023-08-18T14:01:52.967+1200","Incident INC0239867 assigned to your squad: Users account keeps getting locked randomly. Constatly getting locked randomly","The Warehouse Group","2023-10-01"
"13689","SD-3671","Duplicate","Closed","Service Request","2023-08-14T10:47:48.324+1200","2023-08-14T12:16:14.112+1200","Incident INC0240280  has a new comment","The Warehouse Group","2023-10-01"
"13688","SD-3670","Duplicate","Closed","Service Request","2023-08-14T09:30:26.399+1200","2023-08-14T10:00:58.089+1200","Jason Alapatt shared \"Zscaler-2023-08-11-10-07-43\" with you","Generate Investment Holdings","2023-10-01"
"13687","SD-3669","Done","Closed","Change","2023-08-14T08:05:39.207+1200","2023-08-18T10:53:32.531+1200","LIC Patching Batch Accp 2023-08-17","LIC","2023-10-01"
"13686","SD-3668","Done","Closed","Change","2023-08-14T07:52:33.691+1200","2023-08-16T11:59:14.945+1200","LIC Patching Batch Dev & MF Licensing East 2023-08-15","LIC","2023-10-01"
"13685","SD-3667","Done","Closed","Service Request","2023-08-11T18:50:53.290+1200","2023-08-11T19:01:13.306+1200","Secret Server - Weekly User Management Check","The Warehouse Group","2023-10-01"
"13684","SD-3666","Duplicate","Closed","Service Request","2023-08-11T17:02:25.373+1200","2023-08-14T09:43:10.231+1200","Incident INC0240366  has a new comment","The Warehouse Group","2023-10-01"
"13683","SD-3665","","Pending","Service Request","2023-08-11T15:42:16.216+1200","","TWG Okta Agent's & Server upgrades","The Warehouse Group","2023-10-01"
"13682","SD-3664","Duplicate","Closed","Service Request","2023-08-11T13:16:10.878+1200","2023-08-11T16:51:12.693+1200","Incident INC0239851  has a new comment","The Warehouse Group","2023-10-01"
"13681","SD-3663","Duplicate","Closed","Service Request","2023-08-11T12:48:04.282+1200","2023-08-11T16:50:25.354+1200","Incident INC0240366  has a new comment","The Warehouse Group","2023-10-01"
"13680","SD-3662","Duplicate","Closed","Service Request","2023-08-11T12:18:11.406+1200","2023-08-11T16:49:44.097+1200","Incident INC0240128  has a new comment","The Warehouse Group","2023-10-01"
"13679","SD-3661","Done","Closed","Incident","2023-08-11T12:02:49.984+1200","2023-09-04T17:14:33.126+1200","GEN-8CN21702JH Zscaler (Client connector)","Generate Investment Holdings","2023-10-01"
"13678","SD-3660","Done","Closed","Service Request","2023-08-11T11:21:01.399+1200","2023-08-17T11:51:29.542+1200","New Ticket #3873114 - [Alert] - LICNEWVBR01 - Filesystem D:/    [ ref:_00D6F1gDOd._5006F3IAqci:ref ]","LIC","2023-10-01"
"13677","SD-3659","Done","Closed","Service Request","2023-08-11T11:10:12.309+1200","2023-08-17T12:25:31.745+1200","Incident INC0240385 assigned to your squad: To Add Smartpad branch URL's to Smarpad  okta Account : Sign-in Redirects","The Warehouse Group","2023-10-01"
"13676","SD-3658","Done","Closed","Service Request","2023-08-11T09:31:09.496+1200","2023-09-20T10:46:05.907+1200","Incident INC0240366 assigned to your squad: Secret Server Password Safe  -  Unable to move Secrets between GoAnywhere folders - Shane Clerk","The Warehouse Group","2023-10-01"
"13675","SD-3657","Done","Closed","Service Request","2023-08-11T08:06:56.445+1200","2023-08-15T11:27:35.871+1200","FW: Monthly test restore of metPvcare - August 2023   1059956","Metlifecare","2023-10-01"
"13674","SD-3656","Done","Closed","Incident","2023-08-11T07:51:22.803+1200","2023-08-14T08:27:05.503+1200","Metlifecare - VBR backup failed for Daily3 policy ","Metlifecare","2023-10-01"
"13673","SD-3655","Done","Closed","Service Request","2023-08-10T14:55:41.444+1200","2023-08-14T14:20:25.951+1200","Incident INC0240280 assigned to your squad: Issue with OKTA login on laptop IT302449","The Warehouse Group","2023-10-01"
"13672","SD-3654","Done","Closed","Change","2023-08-10T14:42:42.781+1200","2023-08-15T11:22:12.178+1200","[NZGT] Upgrade Veeam backup for M365 to 7.0","NZGT","2023-10-01"
"13671","SD-3653","Done","Closed","Service Request","2023-08-10T14:07:20.767+1200","2023-08-11T12:42:30.669+1200","LIC - Review LIC backup retention policy for licensing server","LIC","2023-10-01"
"13670","SD-3652","Done","Closed","Service Request","2023-08-10T13:10:23.670+1200","2023-08-15T16:52:32.843+1200","Incident INC0240128 assigned to your squad: Need Outlook app in Okta page for our new Wipro Manh support member.","The Warehouse Group","2023-10-01"
"13669","SD-3651","Done","Closed","Service Request","2023-08-10T12:42:24.342+1200","2023-08-21T16:08:51.571+1200","Incident INC0240244 assigned to your squad: Secretserver access request","The Warehouse Group","2023-10-01"
"13668","SD-3650","Done","Closed","Service Request","2023-08-10T12:16:00.842+1200","2023-09-22T17:50:33.011+1200","Kordia Cyber Defence Operations Customer Advisory - Cloudflare Tunnel Misuse","Kordia","2023-10-01"
"13667","SD-3649","Done","Closed","Change","2023-08-10T11:59:05.158+1200","2023-08-10T14:10:29.688+1200","VBA update for NZHL","NZHL","2023-10-01"
"13666","SD-3648","Done","Closed","Service Request","2023-08-10T11:46:27.376+1200","2023-08-11T13:39:05.520+1200","Incident INC0239851 assigned to your squad: Add user to this AD Group","The Warehouse Group","2023-10-01"
"13665","SD-3647","Done","Closed","Service Request","2023-08-10T11:42:42.954+1200","2023-08-14T13:25:40.546+1200","Change CHG0044191 has been assigned to group Okta Support","The Warehouse Group","2023-10-01"
"13664","SD-3646","Done","Closed","Incident","2023-08-10T11:41:21.869+1200","2023-08-17T12:22:52.261+1200","RE: Sitecore forms intermittently fail to submit  ","Southern Cross","2023-10-01"
"13663","SD-3645","Done","Closed","Service Request","2023-08-10T10:37:48.720+1200","2023-08-16T11:28:28.856+1200","Incident INC0240087 assigned to your squad: Repurpose Secret Server license","The Warehouse Group","2023-10-01"
"13662","SD-3644","Done","Resolved","Problem","2023-08-10T10:35:50.512+1200","2023-08-10T10:44:13.333+1200","TWG- AD integrations user import errors","The Warehouse Group","2023-10-01"
"13661","SD-3643","Done","Closed","Service Request","2023-08-10T10:10:29.977+1200","2023-08-24T09:46:31.151+1200","Generate Wealth - Whitelisting Microsoft Domain","Generate Investment Holdings","2023-10-01"
"13660","SD-3642","Done","Closed","Service Request","2023-08-10T09:48:25.340+1200","2023-08-14T09:58:10.230+1200","Access Request - farmax-models-service","Farmax","2023-10-01"
"13659","SD-3641","Done","Closed","Incident","2023-08-10T07:55:02.431+1200","2023-08-10T07:56:57.960+1200","nzhl - Host Not Reporting for at least 5 minutes on 'nzhdnbepdaue01'","NZHL","2023-10-01"
"13658","SD-3640","Done","Closed","Service Request","2023-08-09T16:33:50.267+1200","2023-08-11T13:42:59.855+1200","Incident INC0240107 assigned to your squad: Jatin needs Microstrategy Library Development and Microstratey Develoment Ockta access assigned please","The Warehouse Group","2023-10-01"
"13657","SD-3639","Done","Closed","Incident","2023-08-09T13:43:59.788+1200","2023-08-09T17:17:28.679+1200","OKTA Agent Alerts","The Warehouse Group","2023-10-01"
"13656","SD-3638","Duplicate","Closed","Service Request","2023-08-09T11:50:03.089+1200","2023-08-09T18:34:23.928+1200","Incident INC0239966  has a new comment","The Warehouse Group","2023-10-01"
"13655","SD-3637","Done","Closed","Incident","2023-08-09T10:37:32.644+1200","2023-08-10T23:54:57.617+1200","New Ticket #3871005 - LICNEWVBR01 - SOBR offloads are insanely slow","LIC","2023-10-01"
"13654","SD-3636","Done","Closed","Service Request","2023-08-09T10:36:17.500+1200","2023-08-10T14:11:02.571+1200","VBA patching - NZHL ","NZHL","2023-10-01"
"13653","SD-3635","Done","Closed","Service Request","2023-08-09T10:03:41.517+1200","2023-08-14T09:51:41.785+1200","Licenses","Kordia","2023-10-01"
"13652","SD-3634","Done","Resolved","Change","2023-08-09T09:51:20.291+1200","2023-08-31T09:51:06.166+1200","NZGT - FireEye install for PROD servers ","NZGT","2023-10-01"
"13651","SD-3633","Declined","Closed","Service Request","2023-08-09T08:04:36.060+1200","2023-08-11T19:20:22.501+1200","Incident INC0239966 assigned to your squad: Service Request - Remove Order for Glenn Elley of Secret Server","The Warehouse Group","2023-10-01"
"13650","SD-3632","Done","Closed","Incident","2023-08-09T07:58:06.345+1200","2023-08-10T09:17:20.596+1200","NZGT - Onedrive backup failed for user","NZGT","2023-10-01"
"13649","SD-3631","Done","Closed","Incident","2023-08-09T07:34:58.968+1200","2023-08-10T09:17:02.973+1200","NZGT - Warning and Error backup on VBA","NZGT","2023-10-01"
"13648","SD-3630","Duplicate","Closed","Service Request","2023-08-08T17:53:09.960+1200","2023-08-11T19:18:04.411+1200","Incident INC0239949 assigned to your squad: Secret Server Password Safe - Create Security Group :-    .TWL Secret Server GoAnywhere","The Warehouse Group","2023-10-01"
"13647","SD-3629","Done","Closed","Service Request","2023-08-08T15:53:21.577+1200","2023-08-09T09:49:18.590+1200","NZGT- CPU % &gt; 90.0 for at least 5 minutes on &apos;nz-nessus01","NZGT","2023-10-01"
"13646","SD-3628","Done","Closed","Service Request","2023-08-08T14:59:49.430+1200","2023-08-31T12:35:24.830+1200","Catalog Task SCTASK0071571 for Secret Server has been assigned to group Secret Server Support","The Warehouse Group","2023-10-01"
"13645","SD-3627","Done","Closed","Service Request","2023-08-08T14:21:33.036+1200","2023-08-18T21:26:10.373+1200","New Ticket #3870783 - Copy NZL directory from LICAZEBATCHP01 to LICAZSBATCHD01","LIC","2023-10-01"
"13644","SD-3626","Done","Closed","Service Request","2023-08-08T13:44:58.587+1200","2023-08-08T15:27:41.264+1200","NZGT: SSL inspection question re the FireEye Installation","NZGT","2023-10-01"
"13643","SD-3625","Done","Closed","Service Request","2023-08-08T12:20:19.861+1200","2023-08-17T10:25:11.268+1200","FW: Generate Zscaler client connector userID: admin.ja state stuck on pending","Generate Investment Holdings","2023-10-01"
"13642","SD-3624","Declined","Closed","Service Request","2023-08-08T12:16:33.655+1200","2023-08-08T13:12:45.079+1200","Incident INC0239849 assigned to your squad: Okta account locked","The Warehouse Group","2023-10-01"
"13641","SD-3623","Done","Closed","Change","2023-08-08T11:51:21.940+1200","2023-08-09T08:31:17.583+1200","NZGT Install the FireEye Agent on non-prod VMs","NZGT","2023-10-01"
"13640","SD-3622","","In Progress","Service Request","2023-08-08T11:32:26.701+1200","","NZGT patching review","NZGT","2023-10-01"
"13639","SD-3621","Done","Closed","Service Request","2023-08-08T10:53:45.688+1200","2023-09-05T14:41:35.361+1200","Incident INC0239790 assigned to your squad: Unable to create folders in Secret Server","The Warehouse Group","2023-10-01"
"13638","SD-3620","Duplicate","Closed","Service Request","2023-08-08T10:52:33.545+1200","2023-08-08T11:21:20.131+1200","RE: INC0113487 : Bubble Outage","Southern Cross","2023-10-01"
"13637","SD-3619","Duplicate","Closed","Service Request","2023-08-08T10:39:01.097+1200","2023-08-08T11:21:20.525+1200","RE: INC0113487 : Bubble Outage","Southern Cross","2023-10-01"
"13636","SD-3618","Duplicate","Closed","Service Request","2023-08-08T10:15:22.661+1200","2023-08-08T11:21:21.127+1200","RE: INC0113487 : Bubble Outage","Southern Cross","2023-10-01"
"13635","SD-3617","Duplicate","Closed","Service Request","2023-08-08T10:11:35.364+1200","2023-08-08T11:21:17.570+1200","RE: INC0113487 : Bubble Outage","Southern Cross","2023-10-01"
"13634","SD-3616","Duplicate","Closed","Service Request","2023-08-08T10:11:24.833+1200","2023-08-08T11:21:18.046+1200","RE: INC0113487 : Bubble Outage","Southern Cross","2023-10-01"
"13633","SD-3615","Duplicate","Closed","Service Request","2023-08-08T10:10:30.206+1200","2023-08-08T11:21:18.490+1200","RE: INC0113487 : Bubble Outage","Southern Cross","2023-10-01"
"13632","SD-3614","Duplicate","Closed","Service Request","2023-08-08T10:08:10.729+1200","2023-08-08T11:21:18.938+1200","RE: INC0113487 : Bubble Outage","Southern Cross","2023-10-01"
"13631","SD-3613","Duplicate","Closed","Service Request","2023-08-08T10:07:12.440+1200","2023-08-08T11:21:21.641+1200","RE: INC0113487 : Bubble Outage","Southern Cross","2023-10-01"
"13630","SD-3612","Duplicate","Closed","Service Request","2023-08-08T10:06:24.006+1200","2023-08-08T11:21:22.139+1200","RE: INC0113487 : Bubble Outage","Southern Cross","2023-10-01"
"13629","SD-3611","Duplicate","Closed","Service Request","2023-08-08T10:04:28.157+1200","2023-08-08T11:21:17.040+1200","RE: INC0113487 : Bubble Outage","Southern Cross","2023-10-01"
"13628","SD-3610","Duplicate","Closed","Service Request","2023-08-08T09:57:57.257+1200","2023-08-08T11:21:19.342+1200","RE: INC0113487 : Bubble Outage","Southern Cross","2023-10-01"
"13627","SD-3609","Duplicate","Closed","Service Request","2023-08-08T09:37:32.348+1200","2023-08-08T11:21:19.727+1200","INC0113487 : Bubble Outage","Southern Cross","2023-10-01"
"13626","SD-3608","","Pending","Service Request","2023-08-08T08:30:18.858+1200","","PO POR00848 - Additional ","EMA","2023-10-01"
"13625","SD-3607","Done","Closed","Service Request","2023-08-07T19:23:51.709+1200","2023-08-16T08:55:41.734+1200","[NZGT] FW: A Vulnerability Assessment scan has completed on your server 'ctsa-identity-authority-prod'","NZGT","2023-10-01"
"13624","SD-3606","Won't Do","Closed","Service Request","2023-08-07T19:22:44.861+1200","2023-09-20T08:47:26.698+1200","[NZGT] FW: A Vulnerability Assessment scan has completed on your server 'ctsa-identity-authority-stage'","NZGT","2023-10-01"
"13623","SD-3605","Done","Closed","Service Request","2023-08-07T19:19:35.976+1200","2023-08-08T10:20:52.945+1200","FW: NZGT: Python","NZGT","2023-10-01"
"13622","SD-3604","Done","Closed","Service Request","2023-08-07T18:46:30.512+1200","2023-08-08T12:02:12.713+1200","Incident INC0239741 assigned to your squad: Okta - Please reset MFA for Shashikanth Hipparagi","The Warehouse Group","2023-10-01"
"13621","SD-3603","Done","Closed","Service Request","2023-08-07T18:44:58.031+1200","2023-08-08T12:07:58.139+1200","Incident INC0239740 assigned to your squad: Okta - Please reset MFA for Udaya Kiran Chinta","The Warehouse Group","2023-10-01"
"13620","SD-3602","Done","Closed","Service Request","2023-08-07T17:19:31.258+1200","2023-08-14T14:25:01.046+1200","SCHS Upload new cert for schsapi.southerncross.co.nz","Southern Cross","2023-10-01"
"13619","SD-3601","Done","Closed","Service Request","2023-08-07T14:40:23.372+1200","2023-08-07T14:41:04.210+1200","Additonal comments has been added for Task SCTASK0070790 - Secret Server","The Warehouse Group","2023-10-01"
"13618","SD-3600","Duplicate","Closed","Service Request","2023-08-07T14:38:33.905+1200","2023-08-07T14:42:14.403+1200","Additonal comments has been added for Task SCTASK0070789 - Secret Server","The Warehouse Group","2023-10-01"
"13617","SD-3599","Done","Closed","Service Request","2023-08-07T14:29:13.587+1200","2023-08-14T10:32:38.354+1200","Procare - Set better memory requests for prod/demo pods","ProCare","2023-10-01"
"13616","SD-3598","Done","Closed","Service Request","2023-08-07T11:42:38.916+1200","2023-09-01T08:41:10.495+1200","FW: FireEye Agent Install","NZGT","2023-10-01"
"13615","SD-3597","Duplicate","Closed","Service Request","2023-08-07T11:28:38.342+1200","2023-08-22T17:07:24.066+1200","LIC Azure renewals","LIC","2023-10-01"
"13614","SD-3596","Done","Closed","Incident","2023-08-07T11:23:01.339+1200","2023-08-07T14:28:19.694+1200","Procare - High memory usage and evicted pods on Prod cluster","ProCare","2023-10-01"
"13613","SD-3595","Done","Closed","Service Request","2023-08-07T11:14:02.806+1200","2023-08-09T14:43:10.562+1200","emaplforms-test project","EMA","2023-10-01"
"13612","SD-3594","Done","Closed","Change","2023-08-07T10:37:14.098+1200","2023-08-14T17:45:01.701+1200","LIC Firmware update installation on all nodes at Newstead ","LIC","2023-10-01"
"13610","SD-3592","Done","Closed","Service Request","2023-08-07T10:32:15.959+1200","2023-08-18T11:58:46.851+1200","Incident INC0239611 assigned to your squad: Secret Server Password Safe - Clean up GoAnywhere Production directories","The Warehouse Group","2023-10-01"
"13609","SD-3591","Done","Closed","Service Request","2023-08-07T10:24:16.542+1200","2023-08-07T16:37:49.299+1200","MFN prod not polling NCSC","Kordia","2023-10-01"
"13608","SD-3590","Done","Closed","Service Request","2023-08-07T10:10:14.976+1200","2023-08-09T07:29:18.048+1200","MFA for Guest/External Uses","EMA","2023-10-01"
"13607","SD-3589","Done","Closed","Incident","2023-08-07T08:43:34.312+1200","2023-08-08T18:02:13.521+1200","P3 Cloudflare detected a significant increase in HTTP errors at the origin for office-supplies.co.nz","The Warehouse Group","2023-10-01"
"13606","SD-3588","Duplicate","Closed","Service Request","2023-08-04T17:39:08.269+1200","2023-08-08T17:19:26.639+1200","Additonal comments has been added for Task SCTASK0070790 - Secret Server","The Warehouse Group","2023-10-01"
